date,eur,gbp,aud,cad
2010-01-04,0.6949753283758426,0.616408802317697,1.1148272017837235,1.0378
2010-01-05,0.6924248719013988,0.6244536030972899,1.0949304719150335,1.0372
2010-01-06,0.6968641114982578,0.6256256256256256,1.094331363536879,1.0334
2010-01-07,0.6991051454138703,0.628456510809452,1.0840108401084012,1.0351
2010-01-08,0.7006235549639179,0.6247266820765914,1.0924186148131965,1.0344
2010-01-11,0.6883259911894273,0.6181998021760633,1.074229240519927,1.0317
2010-01-12,0.6905600441958428,0.6195403010965863,1.0785159620362381,1.0375
2010-01-13,0.68667170225915,0.61436382625791,1.082485386447283,1.0322
2010-01-14,0.6903216899074969,0.6146281499692686,1.0757314974182444,1.0261
2010-01-15,0.6957005704744678,0.6139489194499017,1.0785159620362381,1.0287
2010-01-18,0.6959426543252836,0.6121074860745547,1.0841283607979184,1.0251
2010-01-19,0.7003291547027103,0.6120700208103808,1.0826025765941323,1.0328
2010-01-20,0.7076139258420606,0.6144393241167435,1.090037061260083,1.0478
2010-01-21,0.7110352673492605,0.6190800470500836,1.094570928196147,1.0487
2010-01-22,0.7074637424831978,0.6181615874389566,1.1075423634954036,1.0564
2010-01-25,0.7066638400113066,0.619271736437949,1.1026574043444701,1.0582
2010-01-26,0.7099751508697195,0.6204628652975119,,1.0606
2010-01-27,0.7106310403638431,0.6162948354492789,1.1086474501108647,1.0657
2010-01-28,0.7143367383384528,0.6156119182467372,1.1098779134295227,1.0643
2010-01-29,0.7160246312473149,0.6196554715578139,1.1224604332697272,1.065
2010-02-01,0.718752246100769,0.6297625795075257,1.1323745895142112,1.0653
2010-02-02,0.7175145296692258,0.6273525721455457,1.1361054305839582,1.0607
2010-02-03,0.7151029748283753,0.6257822277847309,1.1300711944852526,1.0609
2010-02-04,0.7221780891167762,0.6321911746112024,1.135718341851221,1.0734
2010-02-05,0.7304068366079907,0.6360918516633802,1.1527377521613833,1.0725
2010-02-08,0.7312614259597806,0.6422607578676943,1.1544677903486493,1.0692
2010-02-09,0.7267441860465117,0.6418897233455292,1.1523392486748099,1.069
2010-02-10,0.727802037845706,0.6386511687316387,1.142726545537653,1.0671
2010-02-11,0.7289692374981777,0.6396724876863047,1.1253657438667568,1.0523
2010-02-12,0.7368110816386678,0.6404098623118796,1.124859392575928,1.0531
2010-02-15,0.7349158521349305,0.6367398917542184,1.1268875366238449,1.048
2010-02-16,0.7326544069162576,0.6370238246910435,1.1189437171310281,1.0426
2010-02-17,0.7285443683520326,0.634236062662523,1.109139307897072,1.0455
2010-02-18,0.7370826269624825,0.6412722842118764,1.1168192986374805,1.0452
2010-02-19,0.7396996819291367,0.6500260010400416,1.1224604332697272,1.042
2010-02-22,0.7338910905621605,0.6463288521199587,1.1096316023080337,1.0428
2010-02-23,0.7365397363187745,0.6490556240669826,1.1097547442015314,1.0517
2010-02-24,0.7381708127260648,0.6472910868017347,1.1198208286674132,1.055
2010-02-25,0.7413447994662318,0.6533385600418137,1.1257458065968704,1.0675
2010-02-26,0.7369196757553427,0.6569007422978388,1.123721766490617,1.0526
2010-03-01,0.7393715341959335,0.6722237160527024,1.1142061281337048,1.0421
2010-03-02,0.7381163271331562,0.668002672010688,1.1125945705384956,1.0326
2010-03-03,0.7330840847445201,0.6643635397289397,1.1049723756906078,1.0287
2010-03-04,0.7316359379572724,0.6635700066357001,1.108524553818867,1.0309
2010-03-05,0.7362685907819172,0.6649820454847719,1.1102475852115021,1.0286
2010-03-08,0.7319572536963841,0.6615506747816883,1.0974539069359086,1.0286
2010-03-09,0.7376263185070444,0.6685385746757588,1.0996261271167802,1.0251
2010-03-10,0.7347538574577517,0.669478476266988,1.0919414719371043,1.0243
2010-03-11,0.7322252324815114,0.6652032195835827,1.0937329104232747,1.0265
2010-03-12,0.726480203414457,0.6595870984763538,1.0918222513374822,1.0187
2010-03-15,0.7296607077708865,0.6647610184138802,1.094331363536879,1.0217
2010-03-16,0.7287036362311448,0.6606328863050802,1.0926573426573427,1.0148
2010-03-17,0.7269555103227683,0.6521880910454575,1.0882576994232234,1.0113
2010-03-18,0.7320644216691068,0.6547502127938191,1.0845986984815619,1.0139
2010-03-19,0.7381163271331562,0.6598482349059716,1.0851871947911014,1.0155
2010-03-22,0.7423353871279044,0.6674676278200508,1.0934937124111537,1.0193
2010-03-23,0.7396996819291367,0.6670669068107531,1.0897994768962511,1.0178
2010-03-24,0.7497375918428549,0.6685385746757588,1.0899182561307903,1.0267
2010-03-25,0.7487271638215035,0.6692992436918547,1.0970927043335161,1.0188
2010-03-26,0.7488953793155096,0.6725401842760105,1.098659635245001,1.0285
2010-03-29,0.7423353871279044,0.6679580522343196,1.1010790574763267,1.0203
2010-03-30,0.7417297136923304,0.6629101756711966,1.08837614279495,1.0188
2010-03-31,0.7418947993174567,0.6600660066006601,1.0918222513374822,1.0156
2010-04-01,0.7425007425007425,0.6565126050420168,1.0912265386294195,1.0075
2010-04-02,,,,
2010-04-05,,,,
2010-04-06,0.7464914899970141,0.6588917440864466,1.0840108401084012,1.0001
2010-04-07,0.7496251874062968,0.6598482349059716,1.0792143319663285,1.003
2010-04-08,0.7521058965102287,0.6569438969911969,1.0781671159029649,1.002
2010-04-09,0.7471607890017932,0.6510840549514942,1.0781671159029649,1.0055
2010-04-12,0.736105999263894,0.6483822861959411,1.0726161106939827,1.0015
2010-04-13,0.7362143856290951,0.6484243288808196,1.0815487778498811,1.0028
2010-04-14,0.7344840249724569,0.648508430609598,1.0725010725010724,0.9961
2010-04-15,0.7383343177790903,0.6488450558006749,1.0705491917353602,1.0014
2010-04-16,0.7388252678241596,0.6468723720809884,1.0748065348237317,1.0148
2010-04-19,0.7444907683144729,0.6565988181221274,1.0875475802066341,1.0201
2010-04-20,0.7415097137772505,0.6490556240669826,1.0787486515641855,0.9986
2010-04-21,0.747775368279369,0.6500682571670026,1.0719262514738988,0.9984
2010-04-22,0.7496813854112002,0.6493084864619181,1.0785159620362381,1.0013
2010-04-23,0.75125835774923,0.6507874528179097,1.0855405992184108,1.0027
2010-04-26,0.7506943923128894,0.6476683937823834,,1.0009
2010-04-27,0.7524454477050414,0.6517630189663038,1.081081081081081,1.0173
2010-04-28,0.7550018875047187,0.6584145377929945,1.0855405992184108,1.0128
2010-04-29,0.7543753771876887,0.6564264145989234,1.0809642200843153,1.0054
2010-04-30,0.7510326699211416,0.6524008350730689,1.075268817204301,1.0116
2010-05-03,0.7554011179936546,,1.081081081081081,1.0134
2010-05-04,0.7640003056001222,0.6584578916178311,1.0860121633362294,1.0216
2010-05-05,0.773754255648406,0.6598917777484492,1.0989010989010988,1.0266
2010-05-06,0.7857311228097745,0.6635700066357001,1.1049723756906078,1.0437
2010-05-07,0.7845598619174643,0.6793478260869565,1.1262529564140105,1.0431
2010-05-10,0.7710694733595498,0.6663113006396589,1.1069293779056897,1.0246
2010-05-11,0.7875255945818239,0.6779201410073893,1.1156978690170702,1.0195
2010-05-12,0.7882705344474223,0.6709158000670916,1.1205737337516808,1.0201
2010-05-13,0.7944704854214666,0.6770939129257227,1.1101243339253997,1.0149
2010-05-14,0.8005123278898495,0.6874269608854059,1.118067978533095,1.0344
2010-05-17,0.8097821685966474,0.6946856547412296,1.1402508551881414,1.0405
2010-05-18,0.804634695848085,0.6928086462519052,1.1437721605856115,1.033
2010-05-19,0.8149959250203749,0.7020992768377449,1.1680878402055834,1.0515
2010-05-20,0.8107669855683476,0.6985679357317499,1.2032246420406691,1.0659
2010-05-21,0.8001920460910619,0.6967184560719013,1.2040939193257074,1.057
2010-05-24,0.8090614886731392,0.6960879855213699,1.2099213551119177,
2010-05-25,0.8181297553792032,0.6983240223463687,1.2227928588897041,1.0778
2010-05-26,0.8124136810463888,0.693625580911424,1.2156576707999027,1.0651
2010-05-27,0.8159934720522236,0.6863417982155113,1.2010569300984866,1.0496
2010-05-28,0.8074935400516796,0.6858710562414266,1.1731581417175034,1.0499
2010-06-01,0.8227067050596463,0.689464975179261,1.1926058437686344,1.0479
2010-06-02,0.818464560484531,0.6818026863025841,1.2035142616440004,1.0404
2010-06-03,0.8151287903488752,0.6814774430966335,1.1766090128250382,1.0416
2010-06-04,0.8291873963515755,0.6822678583611926,1.1848341232227488,1.0516
2010-06-07,0.8361903169161301,0.689512514652141,1.2260912211868562,1.054
2010-06-08,0.8373806732540613,0.6933370311308328,1.2198097096852891,1.0518
2010-06-09,0.832639467110741,0.6899882701994066,1.2155099064057373,1.0395
2010-06-10,0.8302200083022001,0.684369011771147,1.1926058437686344,1.0337
2010-06-11,0.824606250515379,0.6830601092896175,1.1835720203574387,1.0333
2010-06-14,0.8163931749530573,0.6789327177676692,,1.0253
2010-06-15,0.8157937673356176,0.6783800284919612,1.1676786548341895,1.0288
2010-06-16,0.8145312372729494,0.6751282743721306,1.156737998843262,1.0236
2010-06-17,0.8088651621774651,0.6740815638692281,1.1619800139437602,1.0284
2010-06-18,0.8082767539605561,0.674809366354005,1.1506155793349442,1.0238
2010-06-21,0.8070373658300378,0.6732646603379788,1.1327594019030358,1.0199
2010-06-22,0.8157937673356176,0.6787944610371979,1.1416828405069073,1.0201
2010-06-23,0.8149295085975062,0.6703760809814305,1.1496895838123706,1.0434
2010-06-24,0.8155276463872125,0.6674230794900888,1.1453441759248655,1.0432
2010-06-25,0.8134049129656743,0.6709608158883521,1.1592858798979828,1.037
2010-06-28,0.8104384471999352,0.6644076805527871,1.1428571428571428,1.0337
2010-06-29,0.8198065256599443,0.6642752756742394,1.1570056693277797,1.0529
2010-06-30,0.8149295085975062,0.6655574043261232,1.1732957878681216,1.0606
2010-07-01,0.8111615833874108,0.6678688305616777,1.1953143676786995,
2010-07-02,0.7969397513547977,0.6583278472679395,1.1837121212121213,1.0649
2010-07-06,,,,
2010-07-07,0.7949757532395262,0.658197854274995,1.1877895236964011,1.0498
2010-07-08,0.7957348611442667,0.6608948516291059,1.179245283018868,1.0527
2010-07-09,0.7898894154818326,0.6608511763150938,1.146131805157593,1.0446
2010-07-12,0.7913270554720265,0.6594131223211342,1.1402508551881414,
2010-07-13,0.7954183900731784,0.6662669065227531,1.1452130096197892,1.0379
2010-07-14,0.7956082425013924,0.6633059166887768,1.1466574934067195,1.0284
2010-07-15,0.7872156183578682,0.6548359635911205,1.1344299489506524,1.0306
2010-07-16,0.7795447458684129,0.6514657980456027,1.1359763716914688,1.0403
2010-07-19,0.7692307692307692,0.6510416666666666,1.1419435879867534,1.0537
2010-07-20,0.7717835918808366,0.6543646119617851,1.1511453896627144,1.0559
2010-07-21,0.7785736530675802,0.659152330103487,1.1389521640091116,1.0526
2010-07-22,0.7802137785753296,0.6547502127938191,1.1335298118340513,1.0427
2010-07-23,0.7782101167315175,0.6543217954590067,1.1394712853236098,1.0376
